efsaprodcode2_recoded,Alpha-Tocopherol,Calcium,Copper,Magnesium,"Niacin Equivalents, Total",Phosphorus,Potassium,Riboflavin,Thiamin,Total Iron,Total Selenium,Vitamin B-12,"Vitamin B-6, Total",Vitamin E; Alpha-Tocopherol Equiv From E Vitamer Activities,"Vitamin K, Total",Zinc,foodLevel1,foodLevel2,foodLevel3,foodLevel4,level1,level2,level3
"Barley grain, pearled",0.262364264467491,2.9368917735310576,0.33647223662121295,4.143134726391533,1.8129849866302936,5.330646253663397,5.508230929091365,0.06632264293107258,0.11128578367720292,1.260893094578618,0.0035365960083354273,0.0,0.17395330712343804,0.18896609951262322,0.0009995003330835331,1.126783165634806,37,196,0,0,10,14,24
"Barley grain, pearled, PROCESS Cooking in water",0.09531017980432487,2.1350113928346466,0.12491941577595861,3.119213330325012,0.973966472195142,4.223700583436143,4.394449154672439,0.018260823080178106,0.024134965845124517,0.6782510680380696,0.0021975835434872217,0.0,0.03412533615787569,0.05638033343610765,0.0,0.5099109198375904,37,196,5,0,10,14,24
"Barley grain, pearled, PROCESS Steaming",0.09531017980432487,2.1350113928346466,0.12491941577595861,3.119213330325012,0.973966472195142,4.223700583436143,4.394449154672439,0.018260823080178106,0.024134965845124517,0.6782510680380696,0.0021975835434872217,0.0,0.03412533615787569,0.05638033343610765,0.0,0.5099109198375904,37,196,8,0,10,14,24
Barley porridge,0.0,4.634728988229636,0.009950330853168083,2.3978952727983707,0.0,4.343805421853684,4.852030263919617,0.14100340746322362,0.0295588022415444,0.05414721807044643,0.0,0.0001699855516374579,0.0295588022415444,0.0,0.0,0.262364264467491,38,0,0,0,10,11,144
"Barley porridge, INGRED Cow milk, skimmed (low fat)",0.0,4.634728988229636,0.009950330853168083,2.3978952727983707,0.0,4.343805421853684,4.852030263919617,0.14224333322654414,0.0295588022415444,0.05414721807044643,0.0,0.0001699855516374579,0.0295588022415444,0.0,0.0,0.262364264467491,38,5,30,0,10,11,144
"Barley porridge, INGRED Cow milk, whole",0.09531017980432487,4.598145571051127,0.050312813873589095,2.8449093838194073,0.4054651081081644,4.5591262474866845,5.004617221770693,0.11841775481447446,0.0295588022415444,0.33647223662121295,0.0030952049073024192,0.00029995500899797546,0.048790164169432,0.09531017980432487,0.0,0.4054651081081644,38,5,33,0,10,11,144
"Barley porridge, INGRED Tap water",0.09531017980432487,2.0541237336955462,0.07733134293632345,2.624668592163159,0.5877866649021191,3.784189633918261,3.9589065913269965,0.011363758650315086,0.039220713153281295,0.4700036292457356,0.00129915573162005,0.0,0.009950330853168083,0.09531017980432487,0.0,0.33647223662121295,38,6,0,0,10,11,144
Barley rolled grains,0.262364264467491,3.405947984420753,0.2557490253487718,4.124827578947176,1.7316555451583497,5.500674950102412,5.460800581122327,0.06364526516035618,0.13602827282310984,1.3646328643387111,0.0031664101993098045,0.0,0.2023575835543751,0.23901690047049992,0.0009995003330835331,1.1005152388141959,39,0,0,0,10,11,13
Barracudas,0.9932517730102833,3.044522437723423,0.048790164169432,3.4339872044851463,1.6453840392075694,5.303304908059076,5.5254529391317835,0.07696104113612832,0.11332868530700317,0.6931471805599453,0.0,0.001998002662673056,0.1397619423751587,0.9932517730102833,0.0,0.7419373447293773,40,0,0,0,6,27,107
"Barracudas, PROCESS Baking",0.8691991243403046,2.70805020110221,0.12133228516752496,3.4965075614664802,2.5936115666962163,5.568344503761097,5.950642552587727,0.3257001396393019,0.11600367575630613,0.7811580578826586,0.0,0.008464078412129412,0.4687528473440829,0.8691991243403046,0.001998002662673056,0.4799539600989036,40,9,0,0,6,27,107
"Barracudas, PROCESS Cooking in water",0.8641549774536265,2.70805020110221,0.11955923505763925,3.4965075614664802,2.5900171341906173,5.560681631015528,5.942799375126701,0.32280787442715503,0.11511280710050457,0.7770286645406475,0.0,0.008464078412129412,0.46561903092791146,0.8641549774536265,0.001998002662673056,0.47685510419483734,40,11,0,0,6,27,107
"Barracudas, PROCESS Frying",0.8691991243403046,2.70805020110221,0.12133228516752496,3.4965075614664802,2.5936115666962163,5.568344503761097,5.950642552587727,0.3257001396393019,0.11600367575630613,0.7811580578826586,0.0,0.008464078412129412,0.4687528473440829,0.8691991243403046,0.001998002662673056,0.4799539600989036,40,14,0,0,6,27,107
"Barracudas, PROCESS Steaming",0.8641549774536265,2.70805020110221,0.11955923505763925,3.4965075614664802,2.5900171341906173,5.560681631015528,5.942799375126701,0.32280787442715503,0.11511280710050457,0.7770286645406475,0.0,0.008464078412129412,0.46561903092791146,0.8641549774536265,0.001998002662673056,0.47685510419483734,40,18,0,0,6,27,107
Basic sweet masses,0.0,4.054514139424141,0.33338584596077925,4.90527477843843,1.7316555451583497,5.149320051961573,6.019565977218857,0.19392069263730655,0.11849389404778915,0.8783811588009349,0.0015416681615705832,0.00019998000266626675,0.04075799247216775,1.7847852054907187,0.0,0.799564280692896,41,0,0,0,18,19,189
Basil,0.4382549309311553,5.439940929069896,0.17082717736821953,3.7376696182833684,0.9991076099541762,3.80348283685294,5.816260458082891,0.23020427988478337,0.06672363204290817,1.7919975361259772,0.00022854531010233034,0.0,0.1508800309591356,0.7476353658440151,0.042101176018635396,0.5563451390673001,42,0,0,0,19,6,3
Beans (dry) and similar-,0.29266961396282,4.5711701072912945,0.49730607367847796,4.9185200051884514,1.9904932250982108,6.081239957777462,6.5245058508019955,0.15700374880966475,0.37717340751605727,1.9127120796457175,0.010826891399036963,0.0,0.32518427684736156,0.31188676114859837,0.042101176018635396,1.2966822024302036,43,0,0,0,12,39,154
"Beans (dry) and similar-, PROCESS Baking",0.10616019582839065,3.6888794541139363,0.2342812957246657,4.31748811353631,1.2655381599840907,5.170483995038151,5.934894195619588,0.08617769624105233,0.1397619423751587,1.1483543805629237,0.0,0.0,0.11243542932978817,0.10616019582839066,0.0,0.826366024346168,43,9,0,0,12,39,154
"Beans (dry) and similar-, PROCESS Cooking in water",0.10616019582839065,3.680271079577336,0.20585205420414876,3.909161773147114,1.2655381599840907,4.993343796986195,6.026555866919252,0.06391332574365279,0.12927233570413918,1.1746469749441073,0.004219656144183057,0.0,0.10191171824406106,0.1487647732651119,0.0,0.6725070598068593,43,11,0,0,12,39,154
"Beans (dry) and similar-, PROCESS Steaming",0.10616019582839065,3.680271079577336,0.20585205420414876,3.909161773147114,1.2655381599840907,4.993343796986195,6.026555866919252,0.06391332574365279,0.12927233570413918,1.1746469749441073,0.004219656144183057,0.0,0.10191171824406106,0.1487647732651119,0.0,0.6725070598068593,43,18,0,0,12,39,154
Beans (fresh seeds without pods) and similar-,0.262364264467491,3.337293579682675,0.09790421498137149,3.5553480614894135,1.450877524118142,4.771894545968378,5.961373460371035,0.10049153854632245,0.16066006001277525,1.0397717886451763,0.0,0.0,0.1484200051182733,0.3104215594212703,0.0,0.5758104738554034,44,0,0,0,12,39,97
"Beans (fresh seeds without pods) and similar-, PROCESS Cooking in water",0.09531017980432487,3.3483991960951847,0.08118491225231343,3.152736022363656,1.166315439934482,4.192248777203472,5.47873234507141,0.06471707662416286,0.06337713270131574,0.647701417640903,0.0026963615477426086,0.0,0.07933916354109577,0.24639121803390018,0.0,0.4062267227679801,44,11,0,0,12,39,97
"Beans (fresh seeds without pods) and similar-, PROCESS Steaming",0.09531017980432487,3.3483991960951847,0.08118491225231343,3.152736022363656,1.166315439934482,4.192248777203472,5.47873234507141,0.06471707662416286,0.06337713270131574,0.647701417640903,0.0026963615477426086,0.0,0.07933916354109577,0.24639121803390018,0.0,0.4062267227679801,44,18,0,0,12,39,97
Beans (with pods) and similar-,0.262364264467491,3.934622837345387,0.054217585904797104,3.1128801869279896,0.7268582379022571,3.7294728510791897,5.4704683301376145,0.09803374027136541,0.07245354311593222,0.6523251860396903,0.0007497188905459458,0.0,0.12019282818534208,0.1878064870245243,0.03536714383729131,0.2584003746703919,45,0,0,0,19,38,98
"Beans (with pods) and similar-, PROCESS Baking",0.10705907229340779,4.172407289048592,0.08512865339635517,3.865230843921387,1.8510610874094633,5.205575314849422,6.0634529275747315,0.1414995622736995,0.07232066157962612,1.4467172819237748,0.011928570865273802,0.0,0.3274520852618292,0.1070590722934078,0.038258712117090345,0.9169762111652485,45,9,0,0,19,38,98
"Beans (with pods) and similar-, PROCESS Cooking in water",0.1397619423751587,3.911165495014017,0.06122948086911745,2.8727572111951827,0.6435066549356744,3.503410091029251,5.239779850923725,0.06805910232686035,0.05381154949128741,0.6301313091265313,0.0009995003330835331,0.0,0.07801868269426385,0.18929717053037987,0.0344014267173324,0.2512033109964982,45,11,0,0,19,38,98
"Beans (with pods) and similar-, PROCESS Steaming",0.09531017980432487,3.9228216326703715,0.061498189724691024,2.990001598845006,0.6874165058509604,3.5803392855387304,5.460679140840436,0.07696104113612832,0.05448818528406973,0.5700913394943599,0.0015487999898504525,0.0,0.09388058699473044,0.1884692873801887,0.03536714383729131,0.26685963961636844,45,18,0,0,19,38,98
Beans and meat meal,0.33647223662121295,3.459466289786131,0.11534196342431224,3.1945831322991562,1.4551872276065088,4.540860210160623,5.569761166124109,0.057459955673227224,0.07457724978085208,0.8464812004806477,0.004077390420023971,0.00034851069166471076,0.14372921760096863,0.27823761362378124,0.003992021269537453,0.794284505373464,46,0,0,0,4,22,51
Beans and vegetables meal,0.636576829071551,4.328537949722896,0.1292723357041392,3.332204510175204,0.973489885624963,4.200204952921578,5.5254529391317835,0.0470426063333113,0.06905953593149465,0.8139626507726321,0.0009995003330835331,0.00012999155073226197,0.10645991110112726,0.07973496801885356,0.005683816468297671,0.5261082472971476,47,0,0,0,4,22,51
Bechamel sauce,0.7419373447293773,4.75932086581535,0.04064826514446671,2.4485390056171252,0.7898849123554557,4.279044241421023,5.056882545261575,0.14224333322654414,0.037571001478611456,0.11663952495430449,0.000279960807315797,0.00032328107237594733,0.046474560056349146,0.7236763855947682,0.003992021269537453,0.32125499870747204,48,0,0,0,16,56,164
Beef kidney,0.262364264467491,2.46080909820894,0.4056555661603542,2.929287174145838,2.413231613081109,5.542383366104115,5.429971999159699,0.41314979086671205,0.31272305640954956,2.1550789558854557,0.03536714383729131,0.008464078412129412,0.32518427684736156,0.3435897043900769,0.0,1.107524834626967,49,0,0,0,13,5,102
"Beef kidney, PROCESS Baking",0.18232155679395465,2.7204492052452007,0.352365672350634,2.9368917735310576,2.381897863998949,5.631723683547415,5.318119993844216,0.41314979086671205,0.3194921528110164,2.1550789558854557,0.03536714383729131,0.008464078412129412,0.3850680184399503,0.45209420870216765,0.0,1.2512925001313933,49,9,0,0,13,5,102
"Beef kidney, PROCESS Cooking in water",0.4054651081081644,2.929287174145838,0.4808199216795847,3.1166848839716534,2.606231553765013,5.801254817465021,5.4631051488231135,0.41314979086671205,0.2557490253487718,2.1550789558854557,0.03536714383729131,0.008464078412129412,0.4400965520778048,0.494696241836107,0.0,1.488077055429833,49,11,0,0,13,5,102
"Beef kidney, PROCESS Frying",0.8754687373538999,2.766319109226186,0.4607105823341429,3.1484533605716547,2.312535423847214,5.702114417555504,5.596197263976263,0.41314979086671205,0.2151113796169455,2.1550789558854557,0.03536714383729131,0.008464078412129412,0.3646431135879093,0.8754687373538999,0.0,1.2809338454620642,49,14,0,0,13,5,102
"Beef kidney, PROCESS Steaming",0.4054651081081644,2.8727572111951827,0.49450458584060797,2.995732273553991,2.606231553765013,5.763398184330556,5.40960315022524,0.41314979086671205,0.2513144282809061,2.1550789558854557,0.03536714383729131,0.008464078412129412,0.4655293488508145,0.5092243423990168,0.0,1.4144652380865868,49,18,0,0,13,5,102
Beef liver,0.5877866649021191,1.9459101490553132,0.6261309257071586,3.0647251450409425,2.606231553765013,5.8998973535824915,5.8381468535846155,0.41314979086671205,0.2153417678220885,2.1550789558854557,0.032190564962846786,0.008464078412129412,0.4722332845730047,0.6097655716208943,0.042101176018635396,1.727842976812722,50,0,0,0,13,5,102
"Beef liver, PROCESS Baking",0.6931471805599453,1.8407763650615352,0.6261309257071586,2.959364629383116,2.606231553765013,5.798659660299182,5.6747949377829485,0.41314979086671205,0.16309019486606702,1.9815136529488557,0.0295588022415444,0.008464078412129412,0.4722332845730047,0.5465016002184606,0.042101176018635396,1.7242960397930016,50,9,0,0,13,5,102
"Beef liver, PROCESS Cooking in water",0.510425543744651,2.005333569526114,0.6261309257071586,2.841581593726733,2.606231553765013,5.660974382164317,5.457760140957061,0.41314979086671205,0.20468858694085068,2.1015174933790357,0.03536714383729131,0.008464078412129412,0.34003730278570904,0.44442937812630523,0.042101176018635396,1.727842976812722,50,11,0,0,13,5,102
"Beef liver, PROCESS Frying",0.4054651081081644,2.1972245773362196,0.6261309257071586,3.2245738459828384,2.606231553765013,5.980331374115648,5.906528936302196,0.41314979086671205,0.37717340751605727,2.1550789558854557,0.028309756211416452,0.008464078412129412,0.4722332845730047,0.3646431135879093,0.0,1.727842976812722,50,14,0,0,13,5,102
"Beef liver, PROCESS Steaming",0.510425543744651,2.005333569526114,0.6261309257071586,2.841581593726733,2.606231553765013,5.660974382164317,5.457760140957061,0.41314979086671205,0.20468858694085068,2.1015174933790357,0.03536714383729131,0.008464078412129412,0.34003730278570904,0.44442937812630523,0.042101176018635396,1.727842976812722,50,18,0,0,13,5,102
Beef loaf,0.4700036292457356,3.6008285759912018,0.11737660386782327,3.3504052148220502,2.37406819461591,5.371833326762572,5.878215858601149,0.22542665732877834,0.07099087414962452,1.388078482913392,0.015971769509698662,0.0028815586050633217,0.20410634529412555,0.5312163134137247,0.008959741371471902,1.7241686755949057,51,0,0,0,4,22,51
Beef tallow (including processed suet),0.832909122935104,1.3873652161213836,0.07696104113612832,0.7592469822644691,1.0402767116551463,2.0794415416798357,2.1972245773362196,0.0,0.0,0.27256843464173275,0.0,0.0,0.0,0.5877866649021191,0.0,0.3015849776207723,52,0,0,0,2,1,60
"Beer, alcohol-free",0.0,1.8218575003853346,0.007769737264360664,2.2798281058714296,0.6353414984635584,2.7289415601335865,3.6506582412937387,0.01567647938500758,0.004240994257254527,0.05414721807044643,0.0005998200719676156,2.4333037282580373e-05,0.03575316970581786,0.0,0.0,0.027809700639267233,53,31,0,0,1,7,5
"Beer, light",0.0,2.043073897508961,0.02385602581542188,2.2192034840549946,0.6036131438186593,2.750014400201242,3.4635012649983103,0.02427440668757314,0.004323971480054492,0.05414721807044643,0.00014998875112487347,3.7499296892577635e-05,0.02942009636712825,0.0,0.0,0.02858745685191256,53,154,0,0,1,7,5
"Beer, regular",0.0,1.5353299402803784,0.018625464123164893,2.2467703138876494,0.6717776119665054,3.234749174024491,3.735967490212838,0.027754123470353907,0.006313362056592059,0.05414721807044643,0.0005023737891538634,3.999920002133269e-05,0.045109931023619404,0.0,0.0,0.03052920503482287,53,224,0,0,1,7,5
"Beer, strong",0.0,1.8382794848629478,0.027420595575992173,2.5084371471981943,0.7567924457203015,3.405947984420753,4.065357025348848,0.033711057342311695,0.005982071677547465,0.08084238784410076,0.00010332799481220606,0.00014665591216264976,0.04783732941416013,0.0,0.0,0.03149866705937099,53,255,0,0,1,7,5
"Beerwurst, PROCESS Baking",0.2577381960787088,2.4849066497880004,0.07788653865707124,2.995732273553991,1.7939237920574316,4.820281565605037,5.455321115357702,0.13714983814723364,0.29266961396282,0.7385984434638627,0.0,0.0017983819413793735,0.20945022418220727,0.2577381960787088,0.004987541511039074,1.1749558552554433,54,9,0,0,13,57,169
"Beerwurst, PROCESS Cooking in water",0.2577381960787088,2.4849066497880004,0.07788653865707124,2.995732273553991,1.7939237920574316,4.820281565605037,5.455321115357702,0.13714983814723364,0.29266961396282,0.7385984434638627,0.0,0.0017983819413793735,0.20945022418220727,0.2577381960787088,0.004987541511039074,1.1749558552554433,54,11,0,0,13,57,169
"Beerwurst, PROCESS Steaming",0.2577381960787088,2.4849066497880004,0.07788653865707124,2.995732273553991,1.7939237920574316,4.820281565605037,5.455321115357702,0.13714983814723364,0.29266961396282,0.7385984434638627,0.0,0.0017983819413793735,0.20945022418220727,0.2577381960787088,0.004987541511039074,1.1749558552554433,54,18,0,0,13,57,169
Beetroots,0.06765864847381481,2.9037736139831805,0.06979255165751579,2.9368917735310576,0.3982006907672307,3.666487763799035,5.933002763241819,0.034263390965853645,0.025946181944585173,0.5339839589091427,0.0005998200719676156,0.0,0.045383005847817695,0.06372569088054482,0.004987541511039074,0.3637498576106942,55,0,0,0,19,48,124
"Beetroots, PROCESS Baking",0.5877866649021191,3.56953269648137,0.07298489275648892,2.7491007409325676,0.8109302162163288,4.087655574071304,5.948034989180646,0.0246926125903715,0.04004454953105875,0.5538851132264376,0.0002285453101023304,0.0,0.1469410795344403,0.43178241642553783,0.042101176018635396,0.2969249395329584,55,9,0,0,19,48,124
"Beetroots, PROCESS Cooking in water",0.09531017980432487,3.0065073467219494,0.06800126890045842,2.8114087140893633,0.3826512850424825,3.713572066704308,5.794638304111146,0.0295588022415444,0.021761491781512692,0.49723367024652365,0.0003332777901203712,0.0,0.04433581382005172,0.10327834945350174,0.004987541511039074,0.3105437415950432,55,11,0,0,19,48,124
